seed,perturbation,agent,steps,survived,energy_final,resources_collected,hazards_hit,calibrations,viability,contradiction_load,reliability_mean,reliability_min
22370,control,B_memory,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
22371,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22372,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22373,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22374,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22375,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22376,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22377,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22378,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22379,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22380,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22381,control,B_memory,28,0,0.0,7,6,0,58.0,0.0,1.0,1.0
22382,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22383,control,B_memory,150,1,23.0,8,5,0,256.75,0.0,1.0,1.0
22384,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22385,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22386,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22387,control,B_memory,150,1,18.0,7,19,0,117.5,0.0,1.0,1.0
22388,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22389,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22390,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22391,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22392,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22393,control,B_memory,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
22394,control,B_memory,150,1,20.0,8,8,0,229.0,0.0,1.0,1.0
22395,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22396,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22397,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22398,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22399,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22400,control,B_memory,150,1,20.0,8,5,0,256.0,0.0,1.0,1.0
22401,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22402,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22403,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22404,control,B_memory,150,1,21.0,6,4,0,241.25,0.0,1.0,1.0
22405,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22406,control,B_memory,40,0,-4.0,8,7,0,73.0,0.0,1.0,1.0
22407,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22408,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22409,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22410,control,B_memory,150,1,21.0,4,4,0,217.25,0.0,1.0,1.0
22411,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22412,control,B_memory,32,0,-1.0,7,5,0,71.0,0.0,1.0,1.0
22413,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22414,control,B_memory,31,0,-5.0,5,5,0,46.0,0.0,1.0,1.0
22415,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22416,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22417,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22418,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22419,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22420,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22421,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22422,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22423,control,B_memory,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
22424,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22425,control,B_memory,38,0,-1.0,6,6,0,56.0,0.0,1.0,1.0
22426,control,B_memory,40,0,-2.0,8,7,0,73.0,0.0,1.0,1.0
22427,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22428,control,B_memory,150,1,22.0,3,3,0,214.5,0.0,1.0,1.0
22429,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22430,control,B_memory,150,1,21.0,7,7,0,226.25,0.0,1.0,1.0
22431,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22432,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22433,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22434,control,B_memory,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
22435,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22436,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22437,control,B_memory,150,1,65.0,9,9,0,243.25,0.0,1.0,1.0
22438,control,B_memory,44,0,-1.0,8,8,0,68.0,0.0,1.0,1.0
22439,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22440,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22441,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22442,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22443,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22444,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22445,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22446,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22447,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22448,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22449,control,B_memory,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
22450,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22451,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22452,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22453,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22454,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22455,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22456,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22457,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22458,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22459,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22460,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22461,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22462,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22463,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22464,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22465,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22466,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22467,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22468,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22469,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22470,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22471,control,B_memory,150,1,24.0,5,5,0,221.0,0.0,1.0,1.0
22472,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22473,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22474,control,B_memory,150,1,24.0,8,4,0,266.0,0.0,1.0,1.0
22475,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22476,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22477,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22478,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22479,control,B_memory,150,1,23.0,8,5,0,256.75,0.0,1.0,1.0
22480,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22481,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22482,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22483,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22484,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22485,control,B_memory,56,0,0.0,8,7,0,89.0,0.0,1.0,1.0
22486,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22487,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22488,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22489,control,B_memory,150,1,20.0,8,5,0,256.0,0.0,1.0,1.0
22490,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22491,control,B_memory,150,1,22.0,7,5,0,244.5,0.0,1.0,1.0
22492,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22493,control,B_memory,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
22494,control,B_memory,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
22495,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22496,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22497,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22498,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22499,control,B_memory,20,0,-4.0,4,8,0,-4.0,0.0,1.0,1.0
22500,control,B_memory,41,0,0.0,5,6,0,47.0,0.0,1.0,1.0
22501,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22502,control,B_memory,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
22503,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22504,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22505,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22506,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22507,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22508,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22509,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22510,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22511,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22512,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22513,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22514,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22515,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22516,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22517,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22518,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22519,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22520,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22521,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22522,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22523,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22524,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22525,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22526,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22527,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22528,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22529,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22530,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22531,control,B_memory,150,1,11.0,3,19,0,67.75,0.0,1.0,1.0
22532,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22533,control,B_memory,150,1,22.0,7,7,0,226.5,0.0,1.0,1.0
22534,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22535,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22536,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22537,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22538,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22539,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22540,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22541,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22542,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22543,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22544,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22545,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22546,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22547,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22548,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22549,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22550,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22551,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22552,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22553,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22554,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22555,control,B_memory,150,1,21.0,7,5,0,244.25,0.0,1.0,1.0
22556,control,B_memory,150,1,65.0,9,9,0,243.25,0.0,1.0,1.0
22557,control,B_memory,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
22558,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22559,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22560,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22561,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22562,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22563,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22564,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22565,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22566,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22567,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22568,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22569,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22570,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22571,control,B_memory,150,1,23.0,6,4,0,241.75,0.0,1.0,1.0
22572,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22573,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22574,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22575,control,B_memory,58,0,-4.0,8,7,0,91.0,0.0,1.0,1.0
22576,control,B_memory,150,1,22.0,4,5,0,208.5,0.0,1.0,1.0
22577,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22578,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22579,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22580,control,B_memory,150,1,24.0,3,4,0,206.0,0.0,1.0,1.0
22581,control,B_memory,150,1,20.0,3,3,0,214.0,0.0,1.0,1.0
22582,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22583,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22584,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22585,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22586,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22587,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22588,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22589,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22590,control,B_memory,150,1,24.0,8,15,0,167.0,0.0,1.0,1.0
22591,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22592,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22593,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22594,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22595,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22596,control,B_memory,42,0,-6.0,8,9,0,57.0,0.0,1.0,1.0
22597,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22598,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22599,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22600,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22601,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22602,control,B_memory,150,1,22.0,8,3,0,274.5,0.0,1.0,1.0
22603,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22604,control,B_memory,150,1,23.0,5,4,0,229.75,0.0,1.0,1.0
22605,control,B_memory,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
22606,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22607,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22608,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22609,control,B_memory,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
22610,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22611,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22612,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22613,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22614,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22615,control,B_memory,150,1,22.0,6,5,0,232.5,0.0,1.0,1.0
22616,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22617,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22618,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22619,control,B_memory,150,1,20.0,7,5,0,244.0,0.0,1.0,1.0
22620,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22621,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22622,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22623,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22624,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22625,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22626,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22627,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22628,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22629,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22630,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22631,control,B_memory,150,1,22.0,4,6,0,199.5,0.0,1.0,1.0
22632,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22633,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22634,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22635,control,B_memory,150,1,21.0,8,10,0,211.25,0.0,1.0,1.0
22636,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22637,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22638,control,B_memory,150,1,22.0,4,5,0,208.5,0.0,1.0,1.0
22639,control,B_memory,150,1,65.0,9,9,0,243.25,0.0,1.0,1.0
22640,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22641,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22642,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22643,control,B_memory,150,1,21.0,6,5,0,232.25,0.0,1.0,1.0
22644,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
32345,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32346,control,C_self_model_no_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
32347,control,C_self_model_no_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
32348,control,C_self_model_no_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
32349,control,C_self_model_no_reliability,38,0,-5.0,7,7,0,59.0,0.0,1.0,1.0
32350,control,C_self_model_no_reliability,150,1,19.0,3,5,0,195.75,0.0,1.0,1.0
32351,control,C_self_model_no_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
32352,control,C_self_model_no_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
32353,control,C_self_model_no_reliability,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
32354,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32355,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32356,control,C_self_model_no_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
32357,control,C_self_model_no_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
32358,control,C_self_model_no_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
32359,control,C_self_model_no_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
32360,control,C_self_model_no_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
32361,control,C_self_model_no_reliability,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
32362,control,C_self_model_no_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
32363,control,C_self_model_no_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
32364,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32365,control,C_self_model_no_reliability,150,1,64.0,9,1,0,315.0,0.0,1.0,1.0
32366,control,C_self_model_no_reliability,150,1,64.0,9,2,0,306.0,0.0,1.0,1.0
32367,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32368,control,C_self_model_no_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
32369,control,C_self_model_no_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
32370,control,C_self_model_no_reliability,150,1,20.0,8,5,0,256.0,0.0,1.0,1.0
32371,control,C_self_model_no_reliability,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
32372,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32373,control,C_self_model_no_reliability,150,1,17.0,7,19,0,117.25,0.0,1.0,1.0
32374,control,C_self_model_no_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
32375,control,C_self_model_no_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
32376,control,C_self_model_no_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
32377,control,C_self_model_no_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
32378,control,C_self_model_no_reliability,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
32379,control,C_self_model_no_reliability,150,1,12.0,8,17,0,146.0,0.0,1.0,1.0
32380,control,C_self_model_no_reliability,150,1,64.0,9,4,0,288.0,0.0,1.0,1.0
32381,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32382,control,C_self_model_no_reliability,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
32383,control,C_self_model_no_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
32384,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32385,control,C_self_model_no_reliability,150,1,24.0,6,4,0,242.0,0.0,1.0,1.0
32386,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32387,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32388,control,C_self_model_no_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
32389,control,C_self_model_no_reliability,150,1,22.0,8,4,0,265.5,0.0,1.0,1.0
32390,control,C_self_model_no_reliability,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
32391,control,C_self_model_no_reliability,150,1,23.0,7,5,0,244.75,0.0,1.0,1.0
32392,control,C_self_model_no_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
32393,control,C_self_model_no_reliability,52,0,-1.0,9,10,0,70.0,0.0,1.0,1.0
32394,control,C_self_model_no_reliability,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
32395,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32396,control,C_self_model_no_reliability,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
32397,control,C_self_model_no_reliability,150,1,24.0,3,14,0,116.0,0.0,1.0,1.0
32398,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32399,control,C_self_model_no_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
32400,control,C_self_model_no_reliability,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
32401,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32402,control,C_self_model_no_reliability,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
32403,control,C_self_model_no_reliability,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
32404,control,C_self_model_no_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
32405,control,C_self_model_no_reliability,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
32406,control,C_self_model_no_reliability,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
